FID,angebot,parkregel_gruppe,parkregel_name,prm_name,strasse,geoportal_class,center_lon,center_lat
opendata_ruhver_parkseiten_line.2111,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Voßstr.,Absolutes Halteverbot,11.574671231640476,48.11835094266134
opendata_ruhver_parkseiten_line.2112,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Claude-Lorrain-Str.,Absolutes Halteverbot,11.569464800852362,48.11780138155243
opendata_ruhver_parkseiten_line.2113,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Pilgersheimer Str.,Absolutes Halteverbot,11.575078904327436,48.119250593468415
opendata_ruhver_parkseiten_line.2114,14.0,Bewohnerparken,Bew 9-23,Schyrenbad,Obere Weidenstr.,Bewohnerparken,11.571360337105714,48.11769709168476
opendata_ruhver_parkseiten_line.2115,11.0,Mischparken,M 9-23,Untersendling,Gotzinger Str.,Mischparken,11.5504725147364,48.11903306080744
opendata_ruhver_parkseiten_line.2116,1.0,Behindertenparken,Beh 0-24,Untergiesing,Mondstr.,Behindertenparken,11.575781909422027,48.116881044456846
opendata_ruhver_parkseiten_line.2117,6.0,Bewohnerparken,Bew 9-23,Untergiesing,Mondstr.,Bewohnerparken,11.575968135474884,48.11677618481641
opendata_ruhver_parkseiten_line.2118,20.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Untergiesing,Teutoburger Str.,Mischparken mit Parkscheibe,11.56740227091046,48.116322191061904
opendata_ruhver_parkseiten_line.2119,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untergiesing,Teutoburger Str.,Absolutes Halteverbot,11.568464388025047,48.1163106116632
opendata_ruhver_parkseiten_line.2120,4.0,Mischparken,M 9-23,Untergiesing,Kleiststr.,Mischparken,11.574882826850327,48.11788692443411
