FID,angebot,parkregel_gruppe,parkregel_name,prm_name,strasse,geoportal_class,center_lon,center_lat
opendata_ruhver_parkseiten_line.10845,1.0,Carsharing,CS ff,Alter Südfriedhof,Maistr.,Carsharing,11.560885406724841,48.12565117956921
opendata_ruhver_parkseiten_line.10846,1.0,Carsharing,CS ff,Alter Südfriedhof,Maistr.,Carsharing,11.560875977990358,48.12562588882694
opendata_ruhver_parkseiten_line.10847,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Franzosenviertel,Gravelottestr.,Absolutes Halteverbot,11.600123997635126,48.12805216194486
opendata_ruhver_parkseiten_line.10848,3.0,Mischparken,"M 9-18, Bew 18-23",Lindwurmstraße,Schmellerstr.,Mischparken,11.551480913441246,48.12557815916928
opendata_ruhver_parkseiten_line.10849,4.0,Mischparken,M 9-23,Franzosenviertel,Gravelottestr.,Mischparken,11.601345925985354,48.1271943332589
opendata_ruhver_parkseiten_line.10850,1.0,Bewohnerparken,Bew 9-23,Schwanthalerhöhe,Fäustlestr.,Bewohnerparken,11.539002974448701,48.13885183009893
opendata_ruhver_parkseiten_line.10851,1.0,Behindertenparken,Beh 0-24,Schwanthalerhöhe,Westendstr.,Behindertenparken,11.535741741149955,48.13816563302829
opendata_ruhver_parkseiten_line.10852,1.0,Carsharing,CS ff,West Schwabing,Hohenzollernstr.,Carsharing,11.567486842116459,48.1610626551126
opendata_ruhver_parkseiten_line.10853,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.61550501455829,48.14290845900663
opendata_ruhver_parkseiten_line.10854,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.61551335961437,48.1429622667653
opendata_ruhver_parkseiten_line.10855,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.61552169952822,48.14301603909815
opendata_ruhver_parkseiten_line.10856,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.61553122633915,48.14307746238007
opendata_ruhver_parkseiten_line.10857,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.615539389488415,48.1431298196045
opendata_ruhver_parkseiten_line.10858,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.615546188829356,48.14317310807582
opendata_ruhver_parkseiten_line.10859,1.0,Carsharing,CS ff,,Richard-Strauss-Tunnel,Carsharing,11.615555836810174,48.14323586449566
opendata_ruhver_parkseiten_line.10860,9.0,Altstadt und HBF,"HBF KZP 2h 2,50€/h, mit Ausnahme frei",Hauptbahnhof,Prielmayerstr.,Altstadttarif Altstadt und HBF,11.564923471168637,48.139929826789135
opendata_ruhver_parkseiten_line.10861,1.0,Carsharing,CS ff,Südliche Au,Schlotthauerstr.,Carsharing,11.575590543622708,48.12322406744166
opendata_ruhver_parkseiten_line.10862,1.0,Carsharing,CS ff,Südliche Au,Schlotthauerstr.,Carsharing,11.575507328063484,48.1232827732875
opendata_ruhver_parkseiten_line.10863,4.0,Bewohnerparken,Bew 9-23,Clemensstraße,Bismarckstr.,Bewohnerparken,11.581623638891063,48.16280136642483
opendata_ruhver_parkseiten_line.10864,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Herzog-Ernst-Platz,Lipowskystr.,Absolutes Halteverbot,11.543420295106936,48.12393478161876
opendata_ruhver_parkseiten_line.10865,5.0,Mischparken,M 9-23,Herzog-Ernst-Platz,Lipowskystr.,Mischparken,11.543577391984073,48.1243661333899
opendata_ruhver_parkseiten_line.10866,24.0,Mischparken,M 9-23,Herzog-Ernst-Platz,Lipowskystr.,Mischparken,11.544008820930973,48.12553200585415
opendata_ruhver_parkseiten_line.10867,4.0,Mischparken,M 9-23,Herzog-Ernst-Platz,Lipowskystr.,Mischparken,11.543477681664589,48.124100389481235
opendata_ruhver_parkseiten_line.10868,2.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Kölner Platz,Birkenfeldstr.,Absolutes Halteverbot,11.583467003131299,48.16799143631918
opendata_ruhver_parkseiten_line.10869,3.0,Eingeschränktes Halteverbot temporär,"EHV 8-12 (Mo-Fr), sonst M",Glockenbachviertel,Klenzestr.,Eingeschränktes Halteverbot (auch temporär),11.570725119538046,48.12845355592629
opendata_ruhver_parkseiten_line.10870,7.0,Eingeschränktes Halteverbot temporär,"EHV 7-18 (Mo-Fr), EHV 7-14 (Sa), sonst Altstadtregelung",Altstadt,Brienner Str.,Eingeschränktes Halteverbot (auch temporär),11.574182122906588,48.14336217220655
opendata_ruhver_parkseiten_line.10871,5.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Altstadt,Marstallstr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.581972509378138,48.13965901188093
opendata_ruhver_parkseiten_line.10872,3.0,Mischparken,"M 9-17, EHV 17-24",Karolinenplatz,Ottostr.,Mischparken,11.567910594192808,48.141647784891255
opendata_ruhver_parkseiten_line.10873,2.0,Eingeschränktes Halteverbot temporär,"EHV 7-9 (Mo-Fr), sonst Bew",Mittleres Lehel,Reitmorstr.,Eingeschränktes Halteverbot (auch temporär),11.593042939674598,48.14141776158625
opendata_ruhver_parkseiten_line.10874,3.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Karolinenplatz,Max-Joseph-Str.,Eingeschraenktes Halteverbot (0-24 Uhr),11.570021057961531,48.143357211680865
opendata_ruhver_parkseiten_line.10875,12.0,Mischparken,M 9-23,Kirchenstraße,Kirchenstr.,Mischparken,11.598315137868742,48.134812119394184
opendata_ruhver_parkseiten_line.10876,1.0,Behindertenparken,Beh 0-24,,Fraunbergpl.,Behindertenparken,11.544527515039045,48.09998223527656
opendata_ruhver_parkseiten_line.10877,1.0,Carsharing,CS ff,Kirchenstraße,Kirchenstr.,Carsharing,11.598141535187326,48.13489093659457
opendata_ruhver_parkseiten_line.10878,1.0,Carsharing,CS ff,Kirchenstraße,Kirchenstr.,Carsharing,11.598117734130355,48.13490733302436
opendata_ruhver_parkseiten_line.10879,4.0,Mischparken,M 9-23,Schyrenbad,Schyrenstr.,Mischparken,11.571627114567153,48.12002583915529
opendata_ruhver_parkseiten_line.10880,4.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Kardinal-Döpfner-Str.,Altstadttarif Altstadt und HBF,11.577011830755694,48.14467517921941
opendata_ruhver_parkseiten_line.10881,1.0,Carsharing,CS ff,Regerplatz,Welfenstr.,Carsharing,11.588935896394045,48.122257583336015
opendata_ruhver_parkseiten_line.10882,2.0,Behindertenparken,Beh 0-24,,Landshuter Allee,Behindertenparken,11.537526698423385,48.164355385745544
opendata_ruhver_parkseiten_line.10883,1.0,Behindertenparken,Beh 0-24,,Tegernseer Landstr.,Behindertenparken,11.584573665660331,48.10025299109626
opendata_ruhver_parkseiten_line.10884,1.0,Behindertenparken,Beh 0-24,,Stuntzstr.,Behindertenparken,11.616363533165561,48.142408767983284
opendata_ruhver_parkseiten_line.10885,1.0,Behindertenparken,Beh 0-24,,Rolandstr.,Behindertenparken,11.530665680378785,48.16334417463826
opendata_ruhver_parkseiten_line.10886,1.0,Behindertenparken,Beh 0-24,,Lenzfrieder Str.,Behindertenparken,11.530813302658416,48.16034084877826
opendata_ruhver_parkseiten_line.10887,1.0,Behindertenparken,Beh 0-24,,Naupliastr.,Behindertenparken,11.576705986290513,48.095979985733834
opendata_ruhver_parkseiten_line.10888,1.0,Behindertenparken,Beh 0-24,,Brucknerstr.,Behindertenparken,11.612415818034657,48.14107012983772
opendata_ruhver_parkseiten_line.10889,1.0,Behindertenparken,Beh 0-24,,Brahmsstr.,Behindertenparken,11.613515515145076,48.140050302636766
opendata_ruhver_parkseiten_line.10890,1.0,Behindertenparken,Beh 0-24,,Richard-Strauss-Tunnel,Behindertenparken,11.615064605486932,48.14108394987587
opendata_ruhver_parkseiten_line.10891,1.0,Behindertenparken,"Beh 7-18 (Mo-Fr), M 18-23 (Mo-Fr), M 9-23 (Sa)",Pinakotheken,Schellingstr.,Behindertenparken,11.575462541968887,48.15035572130429
opendata_ruhver_parkseiten_line.10892,2.0,Behindertenparken,"Beh 7-18 (Mo-Fr), M 18-23 (Mo-Fr), M 9-23 (Sa)",Lindwurmstraße,Tumblingerstr.,Behindertenparken,11.55744630938237,48.12556022700725
opendata_ruhver_parkseiten_line.10893,2.0,Behindertenparken,Beh 0-24,,Amerstorfferstr.,Behindertenparken,11.588431227216166,48.09782625562081
opendata_ruhver_parkseiten_line.10894,3.0,Mischparken,M 9-23,Akademieviertel,Kurfürstenstr.,Mischparken,11.575913299141895,48.156074317325036
opendata_ruhver_parkseiten_line.10895,13.0,Mischparken,M 9-23,Akademieviertel,Kurfürstenstr.,Mischparken,11.576244523292502,48.1552764652472
opendata_ruhver_parkseiten_line.10896,13.0,Mischparken,M 9-23,Akademieviertel,Kurfürstenstr.,Mischparken,11.576187911533992,48.155575375670246
opendata_ruhver_parkseiten_line.10897,6.0,Mischparken mit Parkscheibe,"PS 4h 9-18, Bew 18-23",Herzog-Ernst-Platz,Ganghoferstr.,Mischparken mit Parkscheibe,11.539241352258454,48.12697759772837
opendata_ruhver_parkseiten_line.10898,1.0,Behindertenparken,Beh 0-24,,Siebertstr.,Behindertenparken,11.599184691316639,48.143766662145886
opendata_ruhver_parkseiten_line.10899,1.0,Behindertenparken,Beh 0-24,,Kopernikusstr.,Behindertenparken,11.605234535999585,48.1410023043558
opendata_ruhver_parkseiten_line.10900,1.0,Behindertenparken,Beh 0-24,,Cuvilliesstr.,Behindertenparken,11.604479043649276,48.143425471365816
opendata_ruhver_parkseiten_line.10901,1.0,Behindertenparken,Beh 0-24,,Sternwartstr.,Behindertenparken,11.603447747647586,48.145917730560804
opendata_ruhver_parkseiten_line.10902,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Nördliche Passauerstraße,Passauerstr.,Absolutes Halteverbot,11.533647086349907,48.112877314267884
opendata_ruhver_parkseiten_line.10903,12.0,Altstadt und HBF,"HBF KZP 2h 2,50€/h, mit Ausnahme frei",Hauptbahnhof,Sonnenstr.,Altstadttarif Altstadt und HBF,11.564515555142496,48.13674601511397
opendata_ruhver_parkseiten_line.10904,1.0,Altstadt und HBF,"HBF KZP 2h 2,50€/h, mit Ausnahme frei",Hauptbahnhof,Schillerstr.,Altstadttarif Altstadt und HBF,11.560951120472827,48.13720792037634
opendata_ruhver_parkseiten_line.10905,3.0,Altstadt und HBF,"HBF KZP 2h 2,50€/h, mit Ausnahme frei",Hauptbahnhof,Schillerstr.,Altstadttarif Altstadt und HBF,11.560926763464856,48.136945839925374
opendata_ruhver_parkseiten_line.10906,7.0,Mischparken,M 9-23,Schönstraße Nord,Salierstr.,Mischparken,11.567333417340661,48.111747911702984
opendata_ruhver_parkseiten_line.10907,3.0,Taxi,Taxi 0-24,Hauptbahnhof,Lämmerstr.,Taxi,11.558987402145608,48.14222715702138
opendata_ruhver_parkseiten_line.10908,11.0,Taxi,Taxi 0-24,Hauptbahnhof,Lämmerstr.,Taxi,11.559259014073133,48.142399769519315
opendata_ruhver_parkseiten_line.10909,14.0,Bewohnerparken,Bew 9-23,Glockenbachviertel,Am Glockenbach,Bewohnerparken,11.56770099466118,48.126164663613864
opendata_ruhver_parkseiten_line.10910,11.0,Mischparken,"M 9-18, Bew 18-23",Bayernplatz,Rankestr.,Mischparken,11.569647802518045,48.1620953781832
opendata_ruhver_parkseiten_line.10911,5.0,Mischparken,"M 9-18, Bew 18-23",Bayernplatz,Rankestr.,Mischparken,11.569953317414491,48.16223996588765
opendata_ruhver_parkseiten_line.10912,2.0,Bewohnerparken,Bew 9-23,Glockenbachviertel,Kolosseumstr.,Bewohnerparken,11.571091027260284,48.13093765479696
opendata_ruhver_parkseiten_line.10913,14.0,Bewohnerparken,Bew 9-23,Glockenbachviertel,Am Glockenbach,Bewohnerparken,11.56782192727308,48.12654645038454
opendata_ruhver_parkseiten_line.10914,21.0,Mischparken,"M 9-18, Bew 18-23",Glockenbachviertel,Baaderstr.,Mischparken,11.574267642564337,48.12783495702512
opendata_ruhver_parkseiten_line.10915,7.0,Mischparken,M 9-23,Schyrenbad,Schyrenstr.,Mischparken,11.571109881563286,48.12023968310683
opendata_ruhver_parkseiten_line.10916,2.0,Mischparken,"M 9-18, Bew 18-23",Glockenbachviertel,Geyerstr.,Mischparken,11.565604587210906,48.1241840724837
opendata_ruhver_parkseiten_line.10917,1.0,E-Parken,E-LIS,,Karl-Weinmair-Str.,E-Parken,11.588374025123628,48.17958614255849
opendata_ruhver_parkseiten_line.10918,1.0,E-Parken,E-LIS,,Karl-Weinmair-Str.,E-Parken,11.588308741682045,48.179600183110495
opendata_ruhver_parkseiten_line.10919,1.0,E-Parken,E-LIS,Alte Heide,Marianne-Brandt-Str.,E-Parken,11.593514987125364,48.18081394638003
opendata_ruhver_parkseiten_line.10920,3.0,Altstadt und HBF,"HBF KZP 2h 2,50€/h, mit Ausnahme frei",Hauptbahnhof,Schillerstr.,Altstadttarif Altstadt und HBF,11.560908998025774,48.136754446584575
opendata_ruhver_parkseiten_line.10921,1.0,Carsharing,CS ff,Südliche Au,Schlotthauerstr.,Carsharing,11.575479589501622,48.12330234189
opendata_ruhver_parkseiten_line.10922,2.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Altstadt,Prannerstr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.573157878043162,48.14112768900522
opendata_ruhver_parkseiten_line.10923,1.0,Carsharing,CS ff,Südliche Au,Falkenstr.,Carsharing,11.579699924070031,48.123438314411
opendata_ruhver_parkseiten_line.10924,1.0,Carsharing,CS ff,Südliche Au,Falkenstr.,Carsharing,11.579682817751053,48.12341388805797
opendata_ruhver_parkseiten_line.10925,1.0,Carsharing,CS ff,Südliche Au,Falkenstr.,Carsharing,11.579667898549296,48.123388869100495
opendata_ruhver_parkseiten_line.10926,1.0,Carsharing,CS ff,Südliche Au,Falkenstr.,Carsharing,11.579659364436434,48.12336267241099
opendata_ruhver_parkseiten_line.10927,1.0,Carsharing,CS ff,Südliche Au,Falkenstr.,Carsharing,11.579734014989922,48.12348720448548
opendata_ruhver_parkseiten_line.10928,,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Untersendling,Kidlerpl.,Mischparken mit Parkscheibe,11.541616051267866,48.11680304893079
opendata_ruhver_parkseiten_line.10929,6.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Sparkassenstr.,Altstadttarif Altstadt und HBF,11.578489933982958,48.1377737327285
opendata_ruhver_parkseiten_line.10930,4.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Altstadt,Sparkassenstr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.57833396846022,48.13757710189604
opendata_ruhver_parkseiten_line.10931,1.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Herzogspitalstr.,Altstadttarif Altstadt und HBF,11.567280202161449,48.13780137045813
opendata_ruhver_parkseiten_line.10932,4.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Altstadt,Rosental,Eingeschraenktes Halteverbot (0-24 Uhr),11.573209503171693,48.13596038293914
opendata_ruhver_parkseiten_line.10933,1.0,Carsharing,CS ff,,Aidenbachstr.,Carsharing,11.523305326308215,48.09587848824133
opendata_ruhver_parkseiten_line.10934,1.0,Carsharing,CS ff,,Aidenbachstr.,Carsharing,11.523297905658497,48.0958265656334
opendata_ruhver_parkseiten_line.10935,1.0,E-Parken,E-LIS,Lindwurmstraße,Zenettipl.,E-Parken,11.55577033668688,48.12445535396175
opendata_ruhver_parkseiten_line.10936,1.0,E-Parken,E-LIS,Lindwurmstraße,Zenettipl.,E-Parken,11.5557490365458,48.1244379732852
opendata_ruhver_parkseiten_line.10937,1.0,Mischparken,M 9-23,Thalkirchen,Pognerstr.,Mischparken,11.546146539285928,48.10216672507192
opendata_ruhver_parkseiten_line.10938,2.0,Mischparken,M 9-23,Thalkirchen,Pognerstr.,Mischparken,11.546134997561161,48.10223847484931
opendata_ruhver_parkseiten_line.10939,1.0,Carsharing,CS ff,Thalkirchen,Pognerstr.,Carsharing,11.545940195028537,48.10214358580791
opendata_ruhver_parkseiten_line.10940,1.0,Carsharing,CS ff,Regerplatz,Welfenstr.,Carsharing,11.589014044229334,48.1222686209237
opendata_ruhver_parkseiten_line.10941,1.0,Carsharing,CS ff,Rotkreuzplatz Nord,Winthirstr.,Carsharing,11.531390188989597,48.15354809257545
opendata_ruhver_parkseiten_line.10942,1.0,Carsharing,CS ff,Domagpark,Max-Bill-Str.,Carsharing,11.59355729063093,48.18692081930759
opendata_ruhver_parkseiten_line.10943,1.0,Carsharing,CS ff,Regerplatz,Welfenstr.,Carsharing,11.589093008255793,48.122279773679104
opendata_ruhver_parkseiten_line.10944,1.0,Carsharing,CS ff,,Rockefellerstr.,Carsharing,11.579607494166677,48.206750402751744
opendata_ruhver_parkseiten_line.10945,8.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Herzog-Wilhelm-Str.,Altstadttarif Altstadt und HBF,11.567262422205518,48.135309997672394
opendata_ruhver_parkseiten_line.10946,9.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Herzog-Wilhelm-Str.,Altstadttarif Altstadt und HBF,11.566873197912319,48.13607056657248
opendata_ruhver_parkseiten_line.10947,1.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Herzog-Wilhelm-Str.,Altstadttarif Altstadt und HBF,11.567368929462113,48.135110068906165
opendata_ruhver_parkseiten_line.10948,5.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Herzog-Wilhelm-Str.,Altstadttarif Altstadt und HBF,11.567059170964157,48.13568989036775
opendata_ruhver_parkseiten_line.10949,1.0,Carsharing,CS ff,,Rockefellerstr.,Carsharing,11.579574121402107,48.20675319771988
opendata_ruhver_parkseiten_line.10950,5.0,Mischparken,M 9-23,Kirchenstraße,Metzgerstr.,Mischparken,11.597588158028506,48.13253749245863
opendata_ruhver_parkseiten_line.10951,2.0,Mischparken,M 9-23,Kirchenstraße,Johannispl.,Mischparken,11.597545462347938,48.13301087991428
opendata_ruhver_parkseiten_line.10952,5.0,Mischparken,M 9-23,Kirchenstraße,Metzgerstr.,Mischparken,11.597530023680928,48.132796134004955
opendata_ruhver_parkseiten_line.10953,8.0,Kurzzeitparken,"KZP 2h 9-23, Bew frei 18-23",Klinikviertel,Ismaninger Str.,Kurzzeitparken,11.59863075511717,48.13754250266617
opendata_ruhver_parkseiten_line.10954,5.0,Kurzzeitparken,"KZP 2h 9-23, Bew frei 18-23",Klinikviertel,Ismaninger Str.,Kurzzeitparken,11.59879607676875,48.137885027443474
opendata_ruhver_parkseiten_line.10955,3.0,Kurzzeitparken,"KZP 2h 9-23, Bew frei 18-23",Klinikviertel,Ismaninger Str.,Kurzzeitparken,11.59894453719452,48.13821151849756
opendata_ruhver_parkseiten_line.10956,1.0,Behindertenparken,Beh 0-24,Südliche Au,Kolumbusstr.,Behindertenparken,11.576424374216483,48.1200623571461
opendata_ruhver_parkseiten_line.10957,3.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Damenstiftstr.,Altstadttarif Altstadt und HBF,11.568987821849479,48.137285999482415
opendata_ruhver_parkseiten_line.10958,3.0,Bewohnerparken,Bew 9-23,Franziskanerstraße,Bazeillesstr.,Bewohnerparken,11.597911015864309,48.12575673743129
opendata_ruhver_parkseiten_line.10959,6.0,Bewohnerparken,Bew 9-23,Franziskanerstraße,Bazeillesstr.,Bewohnerparken,11.597491840505176,48.125618927409
opendata_ruhver_parkseiten_line.10960,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Reichersbeurer Str.,Absolutes Halteverbot,11.551131459337828,48.11652670177484
opendata_ruhver_parkseiten_line.10961,12.0,Bewohnerparken,Bew 9-23,Untersendling,Reichersbeurer Str.,Bewohnerparken,11.55038142294146,48.11647225739062
opendata_ruhver_parkseiten_line.10962,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Thalkirchner Str.,Absolutes Halteverbot,11.551671087231043,48.1162934433766
opendata_ruhver_parkseiten_line.10963,9.0,Mischparken,M 9-23,Glockenbachviertel,Angertorstr.,Mischparken,11.570074279991196,48.13126550108284
opendata_ruhver_parkseiten_line.10964,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lindwurmstraße,Kapuzinerpl.,Absolutes Halteverbot,11.557848460591444,48.12650013565793
opendata_ruhver_parkseiten_line.10965,1.0,Behindertenparken,Beh 0-24,Glockenbachviertel,Angertorstr.,Behindertenparken,11.570176624273405,48.13148680937997
opendata_ruhver_parkseiten_line.10966,1.0,Behindertenparken,Beh 0-24,,Lentnerweg,Behindertenparken,11.644571741655563,48.15966117731131
opendata_ruhver_parkseiten_line.10967,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Eichendorffplatz,Luise-Kiesselbach-Pl.,Absolutes Halteverbot,11.519402276959166,48.112778932667084
opendata_ruhver_parkseiten_line.10968,8.0,Mischparken,M 9-23,Lerchenauer Straße,Schleißheimer Str.,Mischparken,11.56508018511282,48.16893084541625
opendata_ruhver_parkseiten_line.10969,1.0,Carsharing,CS ff,Altstadt,Pacellistr.,Carsharing,11.570512174234747,48.140547149405975
opendata_ruhver_parkseiten_line.10970,6.0,Bewohnerparken,Bew 9-23,Theresienhöhe,Schießstättstr.,Bewohnerparken,11.545477226248511,48.13625332645014
opendata_ruhver_parkseiten_line.10971,2.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Altstadt,Marienstr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.581786597645666,48.136070135190636
opendata_ruhver_parkseiten_line.10972,3.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Altstadt,Maderbräustr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.57838465328679,48.13661105762635
opendata_ruhver_parkseiten_line.10973,1.0,Carsharing,CS ff,Altstadt,Pacellistr.,Carsharing,11.570580105247966,48.140536215033386
opendata_ruhver_parkseiten_line.10974,1.0,Carsharing,CS ff,Altstadt,Galeriestr.,Carsharing,11.57889148872389,48.14410513737904
opendata_ruhver_parkseiten_line.10975,1.0,Carsharing,CS ff,Altstadt,Galeriestr.,Carsharing,11.578821045035124,48.14412018349525
opendata_ruhver_parkseiten_line.10976,31.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Galeriestr.,Altstadttarif Altstadt und HBF,11.581119036201821,48.14374331111412
opendata_ruhver_parkseiten_line.10977,4.0,Bewohnerparken,Bew 9-23,Theresienhöhe,Schießstättstr.,Bewohnerparken,11.545470357915832,48.13599939539423
opendata_ruhver_parkseiten_line.10978,4.0,Bewohnerparken,Bew 9-23,Theresienhöhe,Schießstättstr.,Bewohnerparken,11.54548479684979,48.136569149079634
opendata_ruhver_parkseiten_line.10979,1.0,Carsharing,CS ff,Altstadt,Klosterhofstr.,Carsharing,11.57066086005058,48.133828247039645
opendata_ruhver_parkseiten_line.10980,23.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Galeriestr.,Altstadttarif Altstadt und HBF,11.58011538603322,48.143955224386715
opendata_ruhver_parkseiten_line.10981,1.0,Behindertenparken,Beh 0-24,Alter Südfriedhof,Maistr.,Behindertenparken,11.562364420151257,48.12958116012582
opendata_ruhver_parkseiten_line.10982,1.0,Carsharing,CS ff,Altstadt,Galeriestr.,Carsharing,11.578750601952533,48.144135229104485
opendata_ruhver_parkseiten_line.10983,1.0,Carsharing,CS ff,Südliches Lehel,Knöbelstr.,Carsharing,11.584310728298142,48.13647845871266
opendata_ruhver_parkseiten_line.10984,1.0,Carsharing,CS ff,Südliches Lehel,Knöbelstr.,Carsharing,11.584244452775666,48.136373494511034
opendata_ruhver_parkseiten_line.10985,2.0,Eingeschränktes Halteverbot temporär,"EHV 7-18 (Mo-Fr), Bew 18-23 (Mo-Fr), EHV 7-14 (Sa), Bew 14-23 (Sa)",Franzosenviertel,Genoveva-Schauer-Pl.,Eingeschränktes Halteverbot (auch temporär),11.596239372083339,48.131217493797855
opendata_ruhver_parkseiten_line.10986,30.0,Mischparken,M 9-23,Schwanthalerhöhe,Westendstr.,Mischparken,11.536390572778961,48.13816314167065
opendata_ruhver_parkseiten_line.10987,1.0,Behindertenparken,Beh 0-24,Herzog-Ernst-Platz,Carlamaria-Heim-Str.,Behindertenparken,11.54284580082534,48.12953061146546
opendata_ruhver_parkseiten_line.10988,13.0,Mischparken,M 9-23,Schwanthalerhöhe,Westendstr.,Mischparken,11.53540776964561,48.138145227026655
opendata_ruhver_parkseiten_line.10989,7.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Herzog-Ernst-Platz,Carlamaria-Heim-Str.,Mischparken mit Parkscheibe,11.542636963051436,48.12963302798249
opendata_ruhver_parkseiten_line.10990,2.0,Mischparken,M 9-23,Grillparzerstraße,Einsteinstr.,Mischparken,11.60779511986691,48.13582520291858
opendata_ruhver_parkseiten_line.10991,1.0,Carsharing,CS ff,,Grafinger Str.,Carsharing,11.61101796074027,48.12496655711012
opendata_ruhver_parkseiten_line.10992,1.0,Carsharing,CS ff,Alter Südfriedhof,Thalkirchner Str.,Carsharing,11.566094926017783,48.13048459939796
opendata_ruhver_parkseiten_line.10993,2.0,Mischparken,M 9-23,St.-Vinzenz-Viertel,Erika-Mann-Str.,Mischparken,11.538466653014208,48.1432867663712
opendata_ruhver_parkseiten_line.10994,5.0,Bewohnerparken,Bew 9-23,Schwabing Mitte,Ainmillerstr.,Bewohnerparken,11.579709582181064,48.15880571019393
opendata_ruhver_parkseiten_line.10995,4.0,Mischparken,M 9-23,Ebenau,Hedwig-Dransfeld-Allee,Mischparken,11.545200645770365,48.165094753985414
opendata_ruhver_parkseiten_line.10996,19.0,Mischparken,M 9-23,Ebenau,Raglovichstr.,Mischparken,11.540286096114034,48.16024503076955
opendata_ruhver_parkseiten_line.10997,10.0,Mischparken,M 9-23,Ebenau,Dom-Pedro-Str.,Mischparken,11.546167268117763,48.15965207743573
opendata_ruhver_parkseiten_line.10998,10.0,Mischparken,M 9-23,Ebenau,Dom-Pedro-Str.,Mischparken,11.545664168190564,48.15969353102903
opendata_ruhver_parkseiten_line.10999,6.0,Mischparken,M 9-23,Ebenau,Dom-Pedro-Str.,Mischparken,11.54490128480634,48.15971445335299
opendata_ruhver_parkseiten_line.11000,38.0,Mischparken,M 9-23,Volkartstraße,Volkartstr.,Mischparken,11.541300840060124,48.158100910473586
opendata_ruhver_parkseiten_line.11001,20.0,Bewohnerparken,Bew 9-23,Rotkreuzplatz Süd,Pötschnerstr.,Bewohnerparken,11.532197786503117,48.151166116375315
opendata_ruhver_parkseiten_line.11002,20.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Rotkreuzplatz Nord,Südliche Auffahrtsallee,Mischparken mit Parkscheibe,11.526841634286466,48.158900688898
opendata_ruhver_parkseiten_line.11003,9.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Wilderich-Lang-Str.,Mischparken,11.531984142026918,48.14761793443231
opendata_ruhver_parkseiten_line.11004,9.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Wilderich-Lang-Str.,Mischparken,11.532729208294901,48.14769516193352
opendata_ruhver_parkseiten_line.11005,17.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Wilderich-Lang-Str.,Mischparken,11.533721976941841,48.14784303786036
opendata_ruhver_parkseiten_line.11006,1.0,Mischparken,"M 9-18, Bew 18-23",Glockenbachviertel,Geyerstr.,Mischparken,11.565663807209638,48.12444272830607
opendata_ruhver_parkseiten_line.11007,1.0,Carsharing,CS ff,Domagpark,Max-Bill-Str.,Carsharing,11.593627858678513,48.18691346972766
